"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","votes"
1956,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Receiving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",6527,99
1960,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","TMI","Yes","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",6538,22
1988,"Male","under $25,000","Single (no kids)","High School Diploma","Republican","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","No","No","No","A.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","No","No","Grrr people","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",6541,81
1956,"Female","over $150,000","Domestic Partners (no kids)","Doctoral Degree","Republican","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","No","Art","Study first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","No","TMI","Yes","Yes","Tunes","Technology","Yes","Yes","No","No","Yes","Demanding","No","Mac","No","Cautious","Yes","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",6543,60
1995,"Male","under $25,000","Single (no kids)","Current K-12","Libertarian","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",6546,96
1945,"Male","under $25,000","Married (no kids)","High School Diploma","Democrat","No","Yes","No","No","No","Yes","Private","No","No","No","No","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","No","No","Yes","No","Demanding","Yes","Mac","No","Risk-friendly","No","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",6573,48
1997,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","No","Yes","No","No","Yes","Yes","Public","Yes","No","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No",6578,84
1993,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","Independent","No","Yes","No","Yes","Yes","Yes","Public","Yes","Yes","Yes","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No",6583,91
1986,"Male","under $25,000","Single (no kids)","Associate's Degree","Republican","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","No","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Rent","Pessimist","Mom","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes",6584,93
1973,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Libertarian","Yes","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","Yes","No","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","No","No","No","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","No","Check!","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes",6589,98
1943,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Democrat","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No",6592,55
2000,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Other","Yes","No","No","No","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","Yes","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes",6595,101
1951,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","No","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",6597,91
1980,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Democrat","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",6604,81
1966,"Female","$100,001 - $150,000","Domestic Partners (no kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","No","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","No","No","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",6606,44
1962,"Female","over $150,000","Married (w/kids)","Master's Degree","Republican","No","No","No","Yes","No","Yes","Public","No","No","Yes","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","Technology","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","No","Risk-friendly","Yes","Yes!","Yes","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",6613,27
1998,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","No","No","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",6619,101
1999,"Male","under $25,000","Single (no kids)","Current K-12","Republican","No","Yes","No","No","No","No","Public","Yes","No","No","No","Yes","No","Yes","Science","Try first","No","No","Yes","Yes","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","No","No","Yes","P.M.","No","Start","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","No","No","Yay people!","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",6625,92
1999,"Male","over $150,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Private","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","No","Yes","Yay people!","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",6626,96
1980,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","Democrat","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","No","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes",6638,101
1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","No","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","No","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","No","Yes","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Rent","Optimist","Mom","Yes","No","Yes","No","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",6639,93
1984,"Male","$100,001 - $150,000","Single (no kids)","Master's Degree","Republican","No","No","No","No","No","Yes","Public","No","No","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",6641,91
1991,"Male","over $150,000","Single (no kids)","Bachelor's Degree","Libertarian","No","Yes","No","No","No","No","Public","Yes","No","No","No","No","No","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","Yes","A.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Own","Pessimist","Dad","No","No","No","No","Check!","No","No","No","Yes","No","No","Yes","Yes","No","Yes",6645,81
1969,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","Yes","Yes","No","Yes","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",6646,78
1996,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Democrat","No","No","Yes","No","No","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","Yes","No","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","No","No","No","P.M.","No","End","No","No","Circumstances","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","No","Yes","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",6651,26
1958,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","No","Online","No","Yes","No","No","Yay people!","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","Yes","No","Yes","Yes","Check!","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes",6653,46
1981,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Master's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","No","Grrr people","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",6662,20
1948,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Democrat","No","Yes","No","No","Yes","No","Public","No","No","No","No","No","Yes","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","No","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","No","Yes","No","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","No","Check!","Yes","No","No","Yes","No","Yes","Only-child","Yes","No","Yes",6676,77
1965,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6684,27
1986,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Other","Yes","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",6698,59
1998,"Female","$75,000 - $100,000","Domestic Partners (no kids)","Current K-12","Democrat","Yes","No","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes",6704,99
1995,"Male","over $150,000","Single (no kids)","Current K-12","Independent","Yes","No","No","No","No","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","No","No","No","Yes","Yes","No","Only-child","No","No","Yes",6709,70
1976,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","No","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",6710,99
1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Independent","No","Yes","No","No","No","Yes","Public","No","No","Yes","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Yes!","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes",6714,101
1986,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","No","Private","No","No","No","No","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","No","No","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",6717,70
